query_id,query,query_type,intent,first_rank,reason,top_memory_id,top_memory_type,top_memory_text,gold_memory_ids,gold_memory_types,gold_memory_texts
q00586,What is one of Joanna's favorite movies?,4,preference,6,preference_neighbor,llm_00747,preference,Joanna's favorite superhero is Spider-Man.,llm_00630|llm_00631,event|preference,Joanna first watched the romantic drama about memory and relationships around 3 years ago and owns a physical copy. || Joanna has watched the romantic drama about memory and relationships a few times and considers it one of her favorites.
q00587,What color did Nate choose for his hair?,4,other,2,memory_type_mismatch,llm_00677,preference,Nate chose a bright and bold hair color to stand out.,llm_00676,event,Nate dyed his hair last week.
q00589,What is Nate's favorite book series about?,4,preference,3,preference_neighbor,llm_00699,preference,Nate's favorite movie trilogy is a fantasy/sci-fi series with great world building and battles.,llm_00700,preference,"Nate recommends a book series with adventures, magic, and great characters."
q00593,What is Nate's favorite video game?,4,preference,33,gold_below_top20,llm_00748,preference,Nate's favorite superhero is Iron Man.,llm_00872,hobby,Nate is currently playing the fantasy RPG 'Xeonoblade Chronicles' and recommends it.
q00594,What type of movies does Nate enjoy watching the most?,4,preference,2,memory_type_mismatch,llm_00624,hobby,Nate's main hobbies are playing video games and watching movies.,llm_00625,preference,Nate enjoys action and sci-fi movies.
q00595,"What did Joanna just finish last Friday on 23 January, 2022?",4,temporal,2,memory_type_mismatch,llm_00867,work,Joanna finished a presentation for producers last Friday.,llm_00632,event,Joanna finished her first full screenplay and printed it last Friday.
q00597,What are Joanna's plans for her finished screenplay in January 2022?,4,other,13,memory_type_mismatch,llm_00734,work,Joanna recently finished writing a screenplay.,llm_00634|llm_00635,emotion|plan,"Joanna plans to submit her screenplay to film festivals and hopes to get producers and directors to check it out. || Joanna feels a mix of relief, excitement, and anxiety after finishing her screenplay."
q00598,For how long has Nate had his turtles?,4,temporal,2,memory_type_mismatch,llm_00663,family,Nate has pet turtles.,llm_00636,hobby,Nate has had pet turtles for 3 years and they bring him joy.
q00599,What did Nate think of the coconut milk ice cream he made?,4,other,5,memory_type_mismatch,llm_00896,hobby,Nate is experimenting with flavors and made coconut milk ice cream.,llm_00647,preference,Nate enjoyed the coconut milk ice cream and considers it his new favorite snack.
q00601,"What did Joanna recently watch and recommend to Nate on February 7, 2022?",4,temporal,32,gold_below_top20,llm_00652,plan,Nate plans to watch 'Little Women' based on Joanna's recommendation.,llm_00651,preference,Joanna watched the movie 'Little Women' and recommends it.
q00605,Why does Nate like turtles as pets?,4,preference,4,preference_neighbor,llm_00886,family,Nate has three turtles and enjoys them as pets.,llm_00663|llm_00664,family|preference,"Nate has pet turtles. || Nate is drawn to turtles because they are unique, low-maintenance, and calming."
q00609,What are the main ingredients of the ice cream recipe shared by Nate?,4,other,10,memory_type_mismatch,llm_00759,plan,Nate promised to give Joanna the vegan ice cream recipe tomorrow.,llm_00688,hobby,"Nate makes dairy-free ice cream with coconut milk, vanilla extract, sugar, and a pinch of salt."
q00611,What is Nate's favorite genre of movies?,4,preference,2,preference_neighbor,llm_00748,preference,Nate's favorite superhero is Iron Man.,llm_00697|llm_00698,hobby|preference,Nate loves fantasy and sci-fi movies. || Nate enjoys playing video games as a way to express creativity and passion.
q00612,What kind of books does Nate enjoy?,4,preference,10,preference_neighbor,llm_00873,preference,Nate is a big fan of Nintendo games.,llm_00700,preference,"Nate recommends a book series with adventures, magic, and great characters."
q00614,Which activity helps Nate escape and stimulates his imagination?,4,activity,10,activity_neighbor,llm_00829,preference,Nate considers playing games his escape from life struggles and generally doesn't get crazy competitive over them.,llm_00697|llm_00698,hobby|preference,Nate loves fantasy and sci-fi movies. || Nate enjoys playing video games as a way to express creativity and passion.
q00617,What does Nate feel he could do when out in cool places like Whispering Falls?,4,temporal,130,gold_below_top20,llm_00713,event,Joanna took a photo at Whispering Falls during her hike.,llm_00716,goal,Joanna feels inspired to write a movie when in nature.
q00618,What creative activity does Nate joke about pursuing after being inspired by their hikes with Jo?,4,activity,5,persona_confusion,llm_00556,hobby,"John is inspired by his family, exercise, and spending time with friends.",llm_00718,plan,Joanna and Nate plan to go hiking together sometime.
q00620,"What did Nate do for Joanna on 25 May, 2022?",4,other,14,other,llm_00848,event,Nate has turtles and took them for a walk on 25 October 2022.,llm_00732,event,Nate gave Joanna a stuffed animal as a gift to remind her of good vibes.
q00621,How does Nate describe the stuffed animal he got for Joanna?,4,other,2,memory_type_mismatch,llm_00733,emotion,Joanna received a stuffed animal from Nate and cherishes it.,llm_00732,event,Nate gave Joanna a stuffed animal as a gift to remind her of good vibes.
q00623,Who did Nate plan to invite to his gaming party in June 2022?,4,other,3,memory_type_mismatch,llm_00754,event,Nate hosted a gaming party that was a great success.,llm_00744,plan,"Nate is organizing a gaming party two weekends later, inviting tournament friends and old teammates."
q00631,How many people attended the gaming party hosted by Nate in June 2022?,4,other,4,semantic_neighbor,llm_00754,event,Nate hosted a gaming party that was a great success.,llm_00756,event,"Nate's gaming party had 7 attendees, and 6 of them said they'd want to do it again next month."
q00632,What recipe Nate offer to share with Joanna?,4,other,3,semantic_neighbor,llm_00780,plan,Joanna plans to surprise her family with the dessert recipe Nate shared.,llm_00759,plan,Nate promised to give Joanna the vegan ice cream recipe tomorrow.
q00633,What did Joanna plan to do with the recipe Nate promised to share?,4,other,31,gold_below_top20,llm_00759,plan,Nate promised to give Joanna the vegan ice cream recipe tomorrow.,llm_00760,plan,Joanna plans to make the vegan ice cream for her family this weekend.
q00636,What did Joanna discover at the library in Woodhaven?,4,other,2,semantic_neighbor,llm_00766,event,Joanna found a book from the 1900s with stories and sketches about Woodhaven during her road trip.,llm_00764,event,"Joanna took a road trip to Woodhaven, a small town in the Midwest, for research for her next movie."
q00638,What inspired Joanna's new script in July 2022?,4,other,3,other,llm_00868,goal,"Joanna is writing a new movie script, a love story with challenges, inspired by a dream.",llm_00767|llm_00768,goal,Joanna's road trip to Woodhaven sparked ideas for her next script. || Joanna is working on a new script that is different from her previous work.
q00639,What did Nate do while Joanna was on her road trip?,4,other,13,other,llm_00890,work,Joanna's movie is based on her road-trip script.,llm_00764|llm_00765|llm_00772,event|relationship|work,"Joanna took a road trip to Woodhaven, a small town in the Midwest, for research for her next movie. || Joanna is a movie writer and has had a movie published. || Nate and Joanna are supportive friends who encourage each other's work."
q00645,What type of ice cream does Joanna mention that Nate makes and is delicious?,4,other,12,memory_type_mismatch,llm_00897,event,Nate offered Joanna some of his coconut milk ice cream.,llm_00778,hobby,"Nate loves making dairy-free desserts, especially coconut milk ice cream."
q00646,How did Nate feel about sharing his love for dairy-free desserts with Joanna?,4,preference,2,memory_type_mismatch,llm_00708,preference,Joanna likes Nate's coconut recommendation for dairy-free desserts.,llm_00779,event,Nate shared a new dairy-free dessert recipe with Joanna.
q00649,How did Nate celebrate winning the international tournament?,4,causal_emotion,82,gold_below_top20,llm_00781,event,Nate won an international gaming tournament yesterday.,llm_00784,plan,Nate is taking time off this weekend to chill with his pets.
